-2.013641696210024534e+01,-2.796156999799187304e+00,-6.834841743637326772e+00
-2.068739840922406614e+01,-2.915456790394364450e+00,-6.902873209801120069e+00
-2.193587692910821119e+01,-3.527731803727703230e+00,-6.483324898776346323e+00
-2.065928489015964686e+01,-3.248992234766082898e+00,-6.214212180495540139e+00
-1.409270781372576842e+01,-1.750036016818031559e+00,-5.196005788727189767e+00
-1.566241749070820788e+01,-2.124692012825348808e+00,-5.492875880593862448e+00
-1.299559089494985287e+01,-2.079109669711251662e+00,-3.984786548250380367e+00
-1.635757478155626998e+01,-1.968419408033748041e+00,-6.197048833799002843e+00
-2.611216194299668913e+01,-3.987821314490791469e+00,-8.126544046231970242e+00
-2.962714988338790789e+01,-4.366689524808756495e+00,-9.415247562374782220e+00
-2.340194440362900963e+01,-3.428382669069475863e+00,-7.642430102386025936e+00
-1.870333013824051704e+01,-2.270757841496350959e+00,-7.078934781687840072e+00
-2.104115476762173031e+01,-3.272116370246846540e+00,-6.420868689018529807e+00
-2.130817453677265760e+01,-3.142275607099770607e+00,-6.794269492640845343e+00
-1.682125629278240098e+01,-2.286336635288854779e+00,-5.890856432582578961e+00
-1.614773657586994204e+01,-2.166946489031783329e+00,-5.693085071167566014e+00
-2.099222198941046003e+01,-3.150553954028522785e+00,-6.676795627682963641e+00
-2.490554371716564930e+01,-3.464445273361851818e+00,-8.381461395046276408e+00
-2.487660877637221191e+01,-3.817866806306541516e+00,-7.737602628784324921e+00
-2.406353299429504489e+01,-3.129343508341074109e+00,-8.591873189173128367e+00
-2.123390311659080609e+01,-3.278259909428782315e+00,-6.554794944705706783e+00
-2.221203681244381656e+01,-3.111140816572977918e+00,-7.543837985758480080e+00
-1.986234645695335033e+01,-2.803483790441228418e+00,-6.703878934177435411e+00
-2.332785407445240722e+01,-3.312502324027995826e+00,-7.792210855265919278e+00
-2.621065854491767055e+01,-3.819212933240218710e+00,-8.480812126670437934e+00
-2.438788069730978947e+01,-3.708491213711970769e+00,-7.535187482165127015e+00
-1.406986834709178602e+01,-1.981934050785836288e+00,-4.784305121601522437e+00
-9.458982991382054450e+00,-1.234188700521561044e+00,-3.433319474604417110e+00
-8.154698316830730320e+00,-1.348051541445800972e+00,-2.361166246061197516e+00
-1.115353547445263693e+01,-1.318840799126419938e+00,-4.280736338602725510e+00
-1.389657384231963100e+01,-2.057813016962148467e+00,-4.475922739812887130e+00
-1.931243934652338012e+01,-2.906919997678508949e+00,-6.067393898834156474e+00
-1.320194970290190639e+01,-1.608541416205830688e+00,-5.018211827756474896e+00
-1.533568774051079764e+01,-2.229643123228448154e+00,-5.005428343084495246e+00
-1.893339031346132373e+01,-2.931972964285311178e+00,-5.800220214349912418e+00
-1.823793276072185066e+01,-2.363475046410610680e+00,-6.502328478800644795e+00
-1.572834298657835994e+01,-2.532399558319462063e+00,-4.663196605106112891e+00
-1.492635675222123659e+01,-1.888106231493934528e+00,-5.528709320541441485e+00
-1.398128520817604681e+01,-1.923497735492943006e+00,-4.778874194968552480e+00
-1.776481836334593467e+01,-2.945932514847250161e+00,-5.078998458507824942e+00
-1.647570219118752277e+01,-2.143645708823683549e+00,-5.829745144005267221e+00
-1.779499526618196370e+01,-2.901921387439868383e+00,-5.266724519139799554e+00
-1.790137781283141649e+01,-2.239568985830592940e+00,-6.439628910660594840e+00
-1.811460827576949484e+01,-2.949329875582821003e+00,-5.254163495009440688e+00
-1.586112577273247481e+01,-2.159193604575561753e+00,-5.531286716968302208e+00
-1.642158631089605336e+01,-2.126354215119305557e+00,-5.820385915927023035e+00
-1.089550497118147199e+01,-1.432825035757518961e+00,-3.962310118001919790e+00
-8.295798298789463843e+00,-9.892052398049345774e-01,-3.205266913402257778e+00
-1.208194512223663786e+01,-1.961792688816471175e+00,-3.648898512222921386e+00
-1.308726589668854778e+01,-1.650334190880923924e+00,-4.776217096524892902e+00
-1.481661909298971835e+01,-2.311605101004439167e+00,-4.489065906035039966e+00
-1.473022645881289705e+01,-2.338418114514091872e+00,-4.337716285719810827e+00
-1.087454394395232349e+01,-1.319942729061831077e+00,-4.153618779917753301e+00
-1.268730016124602855e+01,-1.682181739053311142e+00,-4.472740561719444230e+00
-1.342590993596883031e+01,-2.175029585400473309e+00,-3.919064132413654811e+00
-1.396459754597073655e+01,-1.810060369651764312e+00,-5.018343376871921002e+00
-1.547075592997324023e+01,-2.209941835178777847e+00,-5.145147522897286940e+00
-1.670340865681940556e+01,-2.566434597695118391e+00,-5.151017768864191382e+00
-1.669482548820685253e+01,-2.231788739810282252e+00,-5.844417062199800839e+00
-1.500799025313226664e+01,-2.450054169500505807e+00,-4.401080321094652525e+00
-1.797863292108974420e+01,-2.294555709057569004e+00,-6.513920025891268395e+00
-1.628118715031396846e+01,-1.531113294460228147e+00,-4.602702464934336213e+00
-2.080381589501514128e+01,1.755626347190095693e+00,-6.872632908669912943e+00
-2.821337929892458973e+01,1.560456613045881902e+00,-8.921155306842290855e+00
-2.999228243414730244e+01,3.961360543324227157e-02,-8.999022398906088682e+00
-2.465725607634180605e+01,-2.537064276965026011e+00,-7.721845357705723778e+00
-2.290199507716596727e+01,-3.063755601360299785e+00,-8.073600187888398949e+00
-2.162057575904223938e+01,-3.427159535903725907e+00,-6.429317369693510642e+00
-1.966651835765244627e+01,-2.725856099955000111e+00,-6.704288387578507091e+00
-2.100275573484818992e+01,-2.749689455137415806e+00,-7.507645666328729206e+00
-1.840731018081555703e+01,-2.984312725331254690e+00,-5.359111791042340478e+00
-2.031834879937848726e+01,-3.015773674032382612e+00,-6.506578308644298758e+00
-9.692183394989184464e+00,-1.230890336457322931e+00,-3.564154052810569961e+00
-7.570649664700964010e+00,-1.083016196573662882e+00,-2.599615672096823538e+00
-1.271842973547559197e+01,-1.653656863735965876e+00,-4.540883603598873997e+00
-1.382891363781876493e+01,-1.871475545926975848e+00,-4.895071339654192499e+00
-2.339662586358210206e+01,-3.353260872057709729e+00,-7.695476033810493277e+00
-2.816537310940234207e+01,-4.246534887830279104e+00,-8.781812966393340858e+00
-2.487188445396919434e+01,-3.673119054160069119e+00,-7.990732886408254743e+00
-1.865876731569204949e+01,-2.385957649498401612e+00,-6.861355310018119269e+00
-1.950563723647394809e+01,-2.750886378643489394e+00,-6.562119875568590999e+00
-2.156489138040429054e+01,-3.382683069070741677e+00,-6.467563063054057260e+00
-1.821477148233923060e+01,-2.491401268435911032e+00,-6.316547185754354032e+00
-1.605868529231718256e+01,-2.037279300133895354e+00,-5.857266473771967519e+00
-2.096180566655761623e+01,-3.492194302634406888e+00,-6.057497131442760363e+00
-1.900953753426293247e+01,-2.427502804305766482e+00,-6.843945749203513174e+00
-2.204850355260509076e+01,-3.304140604253649194e+00,-7.010231613726599420e+00
-2.207762764353498142e+01,-3.348124735505687788e+00,-6.932914429420312885e+00
-2.207098179812482641e+01,-2.765229165483383156e+00,-7.969399599444278337e+00
-1.762480942323277233e+01,-2.883524776940448842e+00,-5.181600964012679000e+00
-1.043537358848847951e+01,-1.262240265985281162e+00,-3.927368053609878285e+00
-1.005489548312264603e+01,-1.410957927976241866e+00,-3.486756227254478535e+00
-1.736892772365687421e+01,-2.435532522757416274e+00,-5.789139831493288924e+00
-1.331465064756092254e+01,-1.750519639628920876e+00,-4.810923304224520969e+00
-1.617599785174375882e+01,-2.316870337105057853e+00,-5.335819834059447153e+00
-1.722106725364575297e+01,-2.699938520205363179e+00,-5.142722455130119386e+00
-1.467235000333737993e+01,-2.047428758655638781e+00,-5.079137367345650134e+00
-1.171442935582981271e+01,-1.436175885157144894e+00,-4.377255629257529534e+00
-1.421256047214203377e+01,-2.378696094349312951e+00,-4.013560944413214315e+00
-1.344056057537476079e+01,-1.688283341444354768e+00,-4.873385328636600455e+00
-1.242806853566614045e+01,-1.948895748357199587e+00,-3.870457390188230207e+00
-1.544300849616167781e+01,-1.869278822341751578e+00,-5.767163674970496423e+00
-1.981295297311514858e+01,-3.218726123756081581e+00,-5.788862409716195145e+00
-2.232870984552210913e+01,-2.979540553176013518e+00,-7.729528194001129116e+00
-2.155675150208003288e+01,-3.157397321178836869e+00,-7.036222212780899987e+00
-2.012872928468289402e+01,-2.896048018657196188e+00,-6.555117940677608779e+00
-2.059095684966965223e+01,-3.152474148853495972e+00,-6.554928614564907718e+00
-8.879041394006085497e+00,-1.075655832916750265e+00,-3.373782329543277836e+00
-9.168714732258138156e+00,-1.254614645739182910e+00,-3.248106534016882652e+00
-1.475903131130207413e+01,-2.083933264781805850e+00,-4.894046442628946281e+00
-1.921653638360094973e+01,-3.018589184762626054e+00,-5.831530089538486727e+00
-2.010440010877914219e+01,-2.514729317614238013e+00,-7.265989052952352978e+00
-1.883147050613739282e+01,-3.173600061201566458e+00,-5.354883230601627631e+00
-1.475820864957828071e+01,-1.949598075411150599e+00,-5.258910097749434520e+00
-1.851868731582586491e+01,-2.282233917906316911e+00,-6.847665621664106084e+00
-1.991751421862023008e+01,-3.126727316654545952e+00,-6.019735778102639046e+00
-1.958997950334867966e+01,-2.828869944684740290e+00,-6.455746248290928690e+00
-2.188358574931371692e+01,-2.740188952421669377e+00,-8.072291184007109877e+00
-2.454169200515068638e+01,-3.658859243309648956e+00,-7.811110807511393972e+00
-2.333041839239630377e+01,-3.418599599913686227e+00,-7.555568056381265052e+00
-2.201700905179646739e+01,-2.978741691657118995e+00,-7.637081350177499672e+00
-2.668878798984360046e+01,-4.058486299571584688e+00,-8.442973850195858887e+00
-2.465491885957622031e+01,-3.404041230582585786e+00,-8.384622272438919666e+00
-2.602226419143461555e+01,-3.843133468519417839e+00,-8.350328921839995644e+00
-2.311967561111543645e+01,-3.400126337749656003e+00,-7.475481967036917474e+00
-1.919481299631203797e+01,-2.515946866796841430e+00,-6.867981130792299105e+00
-2.197424224994826858e+01,-3.263287138226472983e+00,-7.104458621732031354e+00
-2.403754355969066125e+01,-3.533919347570949832e+00,-7.740314825869226034e+00
