-4.231944748977503501e+00,8.373657091121089469e-01,-6.785267595456234702e+00,-4.429118089477335651e+00
-8.949383774981974682e+00,2.012870572480898623e+00,-1.420945342724534832e+01,-9.001098585602328228e+00
-1.419424303362575657e+01,2.617249658065135876e+00,-2.286487320165610626e+01,-1.519507841087841982e+01
-1.517173632917209503e+01,3.158439809642945129e+00,-2.423325231062224461e+01,-1.567214222162194659e+01
-1.276320676622917283e+01,2.556261154941234626e+00,-2.044484244271420792e+01,-1.332823090019317647e+01
-1.288722533709563756e+01,2.728564086656001031e+00,-2.055916559937285015e+01,-1.322634443814154181e+01
-1.547718993206607863e+01,3.103806194154514753e+00,-2.478875890186321129e+01,-1.617313289215042005e+01
-1.548268057508087914e+01,2.947307523712896504e+00,-2.488788743192495545e+01,-1.642337714758327039e+01
-1.487740122069347315e+01,3.859952978630230458e+00,-2.478805761898058080e+01,-1.492255246835103222e+01
-1.436527317235404588e+01,5.456149403592347014e+00,-2.827416602303024007e+01,-1.449281246886293140e+01
-1.708061396059598991e+01,8.148230971924615318e+00,-3.570050118530460281e+01,-1.700961578769056359e+01
-1.756018229837568612e+01,6.298646658921962960e+00,-3.327537114556346864e+01,-1.752110301384508873e+01
-1.572544833175139445e+01,3.552815411994460604e+00,-2.659110928318622058e+01,-1.665455865362475407e+01
-1.466085220173306425e+01,3.219621426483121329e+00,-2.332185161455183930e+01,-1.487549683485083385e+01
-1.126280939349951460e+01,2.227661419948441246e+00,-1.805779528093037101e+01,-1.180120838268728178e+01
-8.777926365916004059e+00,1.947953037146221478e+00,-1.395256757712589568e+01,-8.866180990877664314e+00
-1.208935300934445323e+01,2.344418759646813566e+00,-1.940890214998472629e+01,-1.275202141128409039e+01
-1.528540800460858406e+01,3.129775257497829255e+00,-2.444470409571194480e+01,-1.587222226130543490e+01
-1.462477210551991824e+01,2.858859934707083994e+00,-2.346603078324994840e+01,-1.539560531402798915e+01
-1.081511670378901613e+01,2.258561604424255798e+00,-1.727090024888180508e+01,-1.115565959571646992e+01
-8.262858393982831728e+00,1.673047996888481048e+00,-1.322624953419621008e+01,-8.590521891583883018e+00
-1.224924881589442549e+01,2.706522188040341170e+00,-1.947691178486816810e+01,-1.239191571820898119e+01
-2.057605020788029293e+01,3.963074710439185466e+00,-3.304886649436806323e+01,-2.175411221059941980e+01
-2.591862582899074141e+01,5.277756935928911375e+00,-4.146646624100506529e+01,-2.695662779225772354e+01
-2.516324269004116232e+01,5.049098988834762380e+00,-4.030126236064343459e+01,-2.628134554040018855e+01
-2.426655571213082041e+01,4.881936139437236477e+00,-3.885777278347281083e+01,-2.532568601993253310e+01
-1.847547689002566074e+01,3.759559823171274573e+00,-2.956069167320536195e+01,-1.920773530755463199e+01
-1.248965337431332578e+01,2.633387424002695543e+00,-1.993099776551289892e+01,-1.283845236707227144e+01
-1.017750409159077130e+01,1.958020803003312382e+00,-1.634835167302090397e+01,-1.076147869693985726e+01
-8.001954423119649107e+00,1.696264147120880583e+00,-1.276410474564805142e+01,-8.214257088741234725e+00
-6.153341459637953648e+00,1.223389135714630260e+00,-9.862012045472930311e+00,-6.438896116500501421e+00
-6.437586224505603028e+00,1.367346419027459570e+00,-1.026747126546386824e+01,-6.600387420104818048e+00
-8.440760171061542749e+00,1.696857909451313873e+00,-1.351683986758392209e+01,-8.810755295023968259e+00
-1.099020970674519049e+01,2.182277805547887528e+00,-1.761532035516955119e+01,-1.150958843518943020e+01
-1.472952809727095413e+01,3.147699657302924781e+00,-2.348111294506847457e+01,-1.507813913240961057e+01
-1.750199703796100437e+01,3.330546811658045225e+00,-2.813404697969466639e+01,-1.857398779410100076e+01
-1.568275540008995073e+01,3.183555145871352909e+00,-2.509639218488775114e+01,-1.632156481654308777e+01
-1.294527025902372053e+01,2.801241776678025097e+00,-2.061758122674478599e+01,-1.318625286404149755e+01
-1.488184848075646372e+01,2.897963353308457446e+00,-2.388509425402113351e+01,-1.568098354290614083e+01
-1.173069108687575834e+01,2.502192588450856459e+00,-1.870349744202326292e+01,-1.201111025937541577e+01
-1.719174853230310873e+01,3.362547494040244889e+00,-2.758384061267822673e+01,-1.809384536692065026e+01
-1.244204417825184983e+01,2.400238372112985186e+00,-1.998212920252425917e+01,-1.314648710827624711e+01
-1.294327414550431854e+01,2.547600639217113105e+00,-2.075781553738094587e+01,-1.360103112840336337e+01
-1.502328294075347870e+01,3.020543890615328131e+00,-2.405766245214988075e+01,-1.568195745238854322e+01
-1.051083264511758486e+01,2.007588156149352265e+00,-1.689225362088956217e+01,-1.113481559436406165e+01
-8.311958783604996626e+00,1.655840360482863760e+00,-1.331904047450512962e+01,-8.702679338880944471e+00
-8.129067946426776103e+00,1.648991578982762274e+00,-1.300919286974371403e+01,-8.462875593715216027e+00
-1.536188780001296195e+01,3.294024015639526848e+00,-2.448375110740367333e+01,-1.569455919433190694e+01
-1.051083264511758486e+01,2.007588156149352265e+00,-1.689225362088956217e+01,-1.113481559436406165e+01
-1.436527317235404411e+01,5.456149403592346125e+00,-2.827416602303023652e+01,-1.449281246886292962e+01
-1.448407482852305250e+01,3.184995338349717819e+00,-2.303805371371874955e+01,-1.469217226748261496e+01
-2.287122278956518073e+01,4.558915183454547382e+00,-3.664789429773011165e+01,-2.393227845678346455e+01
-8.949383774981974682e+00,2.012870572480898623e+00,-1.420945342724534832e+01,-9.001098585602328228e+00
-1.325506947840415961e+01,2.525390253891187875e+00,-2.130621399472130051e+01,-1.405210606922237560e+01
-1.756018229837568612e+01,6.298646658921962960e+00,-3.327537114556346864e+01,-1.752110301384508873e+01
-1.487740122069347493e+01,3.859952978630230902e+00,-2.478805761898058435e+01,-1.492255246835103399e+01
-1.259221105684384412e+01,2.655234211854863080e+00,-2.009457586964990838e+01,-1.294291234378759903e+01
-1.514170635198639658e+01,3.045770388310083288e+00,-2.424654617706394077e+01,-1.580257744374081419e+01
-8.580283254225285816e+00,1.909239893715626968e+00,-1.363527187805862795e+01,-8.661217893587123129e+00
-9.449199356693508633e+00,1.937585331097788632e+00,-1.510962405458779223e+01,-9.808983769347362269e+00
-4.231944748977503501e+00,8.373657091121089469e-01,-6.785267595456234702e+00,-4.429118089477335651e+00
-1.419424303362575657e+01,2.617249658065135876e+00,-2.286487320165610626e+01,-1.519507841087841982e+01
-1.288255911798628972e+01,2.795177082690356141e+00,-2.051312885857747048e+01,-1.311451347530289979e+01
-1.420340793855815420e+01,2.952110213377663328e+00,-2.268958879118153504e+01,-1.467516726661962423e+01
-1.547718993206607863e+01,3.103806194154514753e+00,-2.478875890186321129e+01,-1.617313289215042005e+01
-1.288722533709563756e+01,2.728564086656001031e+00,-2.055916559937285015e+01,-1.322634443814154181e+01
-1.750199703796100437e+01,3.330546811658045225e+00,-2.813404697969466639e+01,-1.857398779410100076e+01
-1.017750409159077130e+01,1.958020803003312382e+00,-1.634835167302090397e+01,-1.076147869693985726e+01
-2.604682293215389066e+01,5.305065420744120352e+00,-4.167093887117632534e+01,-2.708720276315188258e+01
-1.517173632917209503e+01,3.158439809642945129e+00,-2.423325231062224461e+01,-1.567214222162194659e+01
-1.581603694021772810e+01,3.211946714985789875e+00,-2.530897442263551866e+01,-1.645731853323016125e+01
-1.708061396059598991e+01,8.148230971924615318e+00,-3.570050118530460281e+01,-1.700961578769056359e+01
-1.577498499273319332e+01,3.563367687520500038e+00,-2.667011958147634587e+01,-1.670501414681682917e+01
-1.276320676622917283e+01,2.556261154941234626e+00,-2.044484244271420792e+01,-1.332823090019317647e+01
-1.099020970674519049e+01,2.182277805547887528e+00,-1.761532035516955119e+01,-1.150958843518943020e+01
-8.001954423119649107e+00,1.696264147120880583e+00,-1.276410474564805142e+01,-8.214257088741234725e+00
-1.528540800460858406e+01,3.129775257497829255e+00,-2.444470409571194480e+01,-1.587222226130543490e+01
-1.548268057508087914e+01,2.947307523712896948e+00,-2.488788743192495545e+01,-1.642337714758327039e+01
-1.853960838608621486e+01,3.779496161476639582e+00,-2.965917027641350501e+01,-1.926628999643579476e+01
-1.472952809727095413e+01,3.147699657302924781e+00,-2.348111294506847457e+01,-1.507813913240961057e+01
-6.437586224505603028e+00,1.367346419027459570e+00,-1.026747126546386824e+01,-6.600387420104818048e+00
-6.153341459637953648e+00,1.223389135714630260e+00,-9.862012045472930311e+00,-6.438896116500501421e+00
-1.224924881589442549e+01,2.706522188040341170e+00,-1.947691178486816810e+01,-1.239191571820898119e+01
-1.025666229783195504e+01,1.989519026751348285e+00,-1.646746402122436947e+01,-1.080207651056150375e+01
-1.249924418735704101e+01,2.412423090344028243e+00,-2.007336243649736929e+01,-1.320474809342932687e+01
-8.440760171061542749e+00,1.696857909451313873e+00,-1.351683986758392209e+01,-8.810755295023968259e+00
-1.081511670378901613e+01,2.258561604424255798e+00,-1.727090024888180508e+01,-1.115565959571646992e+01
-2.523494388238623287e+01,5.071388492671374593e+00,-4.041136478619474559e+01,-2.634681167276999858e+01
-1.862293790104706659e+01,3.864623094128790903e+00,-2.975362052471984597e+01,-1.924440813445008658e+01
-1.215127383557170226e+01,2.357609104054362525e+00,-1.950766502284738380e+01,-1.281509077777418781e+01
-2.057605020788029293e+01,3.963074710439185466e+00,-3.304886649436806323e+01,-2.175411221059941980e+01
-1.462477210551991824e+01,2.858859934707083994e+00,-2.346603078324994840e+01,-1.539560531402798915e+01
-8.262858393982831728e+00,1.673047996888481048e+00,-1.322624953419621008e+01,-8.590521891583883018e+00
