0.000000000000000000e+00,3.367398381233215332e-01
0.000000000000000000e+00,7.014194130897521973e-01
0.000000000000000000e+00,9.355245828628540039e-01
0.000000000000000000e+00,3.712339401245117188e-01
0.000000000000000000e+00,3.788021802902221680e-01
0.000000000000000000e+00,4.072377085685729980e-01
0.000000000000000000e+00,2.618593573570251465e-01
0.000000000000000000e+00,7.039200663566589355e-01
0.000000000000000000e+00,7.201583981513977051e-01
0.000000000000000000e+00,1.005553007125854492e-01
0.000000000000000000e+00,8.633631467819213867e-01
0.000000000000000000e+00,1.338575482368469238e-01
0.000000000000000000e+00,8.365198969841003418e-01
0.000000000000000000e+00,1.623902320861816406e-01
0.000000000000000000e+00,6.196219325065612793e-01
0.000000000000000000e+00,3.121751546859741211e-01
0.000000000000000000e+00,9.235857129096984863e-01
0.000000000000000000e+00,4.710698127746582031e-01
0.000000000000000000e+00,6.623760461807250977e-01
0.000000000000000000e+00,8.104906678199768066e-01
0.000000000000000000e+00,8.107192516326904297e-01
0.000000000000000000e+00,1.338519454002380371e-01
1.000000000000000000e+00,8.586325645446777344e-01
0.000000000000000000e+00,6.127958297729492188e-01
0.000000000000000000e+00,3.524601459503173828e-02
0.000000000000000000e+00,4.671764373779296875e-02
0.000000000000000000e+00,9.480878114700317383e-01
0.000000000000000000e+00,8.640124797821044922e-01
0.000000000000000000e+00,3.970304727554321289e-01
0.000000000000000000e+00,5.424233078956604004e-01
0.000000000000000000e+00,6.542952060699462891e-01
0.000000000000000000e+00,1.565493941307067871e-01
0.000000000000000000e+00,8.605986833572387695e-02
0.000000000000000000e+00,7.864059209823608398e-01
0.000000000000000000e+00,2.267265915870666504e-01
0.000000000000000000e+00,4.227436780929565430e-01
0.000000000000000000e+00,1.668620109558105469e-02
0.000000000000000000e+00,3.935399055480957031e-01
0.000000000000000000e+00,7.658751010894775391e-01
0.000000000000000000e+00,7.094660401344299316e-01
0.000000000000000000e+00,9.226261377334594727e-01
0.000000000000000000e+00,5.072109699249267578e-01
0.000000000000000000e+00,6.823056936264038086e-02
0.000000000000000000e+00,8.334575295448303223e-01
0.000000000000000000e+00,3.783571720123291016e-02
0.000000000000000000e+00,3.755879402160644531e-02
0.000000000000000000e+00,7.463653087615966797e-01
0.000000000000000000e+00,8.227825164794921875e-02
0.000000000000000000e+00,1.129149198532104492e-01
0.000000000000000000e+00,7.743737101554870605e-01
0.000000000000000000e+00,9.253171682357788086e-01
0.000000000000000000e+00,3.991296887397766113e-01
0.000000000000000000e+00,8.499941229820251465e-01
0.000000000000000000e+00,2.060325145721435547e-01
0.000000000000000000e+00,6.392509937286376953e-01
0.000000000000000000e+00,4.360992908477783203e-01
0.000000000000000000e+00,5.263960361480712891e-01
0.000000000000000000e+00,6.795680522918701172e-01
0.000000000000000000e+00,6.490374803543090820e-01
0.000000000000000000e+00,9.485590457916259766e-01
0.000000000000000000e+00,4.662050008773803711e-01
0.000000000000000000e+00,2.598105072975158691e-01
0.000000000000000000e+00,9.433528184890747070e-01
0.000000000000000000e+00,9.618853330612182617e-01
0.000000000000000000e+00,5.946958661079406738e-01
0.000000000000000000e+00,8.395125269889831543e-01
0.000000000000000000e+00,2.385174036026000977e-01
0.000000000000000000e+00,5.104184746742248535e-01
0.000000000000000000e+00,9.957504272460937500e-02
0.000000000000000000e+00,2.720176577568054199e-01
0.000000000000000000e+00,8.877442479133605957e-01
0.000000000000000000e+00,8.726150393486022949e-01
0.000000000000000000e+00,5.845195055007934570e-01
0.000000000000000000e+00,5.801634192466735840e-01
0.000000000000000000e+00,6.171809434890747070e-01
0.000000000000000000e+00,2.332593798637390137e-01
0.000000000000000000e+00,7.348443865776062012e-01
0.000000000000000000e+00,8.830112814903259277e-01
0.000000000000000000e+00,4.238001704216003418e-01
0.000000000000000000e+00,5.810051560401916504e-01
0.000000000000000000e+00,6.374592930078506470e-01
0.000000000000000000e+00,5.700765848159790039e-01
0.000000000000000000e+00,5.995764136314392090e-01
0.000000000000000000e+00,2.681602388620376587e-01
0.000000000000000000e+00,4.890555143356323242e-01
0.000000000000000000e+00,5.936985015869140625e-01
0.000000000000000000e+00,3.221760094165802002e-01
0.000000000000000000e+00,4.655594378709793091e-01
0.000000000000000000e+00,3.641944229602813721e-01
0.000000000000000000e+00,6.507803201675415039e-01
0.000000000000000000e+00,6.042421162128448486e-01
0.000000000000000000e+00,7.652362436056137085e-01
0.000000000000000000e+00,2.573981881141662598e-01
0.000000000000000000e+00,5.362757742404937744e-01
0.000000000000000000e+00,3.887569904327392578e-01
0.000000000000000000e+00,7.561657279729843140e-01
0.000000000000000000e+00,3.445540815591812134e-01
0.000000000000000000e+00,4.262689948081970215e-01
2.500000000000000000e-01,7.381558120250701904e-01
0.000000000000000000e+00,7.589934915304183960e-01
