-9.627365717742799589e+00,5.408928745833356366e+00,6.209643878237621983e+00,-4.220831458022280991e+00,-1.579066994107029309e+01,-2.997988038748430561e+00
-1.024593334324995020e+01,5.956626237678395164e+00,7.054842616405084144e+00,-4.689849704771352989e+00,-1.677387869391550268e+01,-3.173929583864849580e+00
-9.970898945959772774e+00,5.994523993226501979e+00,7.194281080030426878e+00,-4.742066510819653580e+00,-1.648898393622707204e+01,-3.132354590475840528e+00
-8.446113110268093749e+00,4.713112096567261489e+00,5.554242892248372421e+00,-3.685751448131182606e+00,-1.363623069033035051e+01,-2.548523313043820959e+00
-7.238551722763022944e+00,4.214626619181997214e+00,4.833104898202620348e+00,-3.292094803380697599e+00,-1.215202062053137944e+01,-2.332030306198285885e+00
-6.852685846394902747e+00,4.019986664004241206e+00,4.640693497227132092e+00,-3.142626129335147400e+00,-1.152597573992364133e+01,-2.209057858924740714e+00
-7.579830969786332417e+00,4.204910253332926118e+00,4.892513868377953656e+00,-3.276235554958015328e+00,-1.231477001152887318e+01,-2.310021366291871381e+00
-8.188214622743393178e+00,4.863557158845847717e+00,5.830168591064974315e+00,-3.834253091278598369e+00,-1.352355325181310342e+01,-2.556734010873365381e+00
-8.429287713431211415e+00,5.035513063094769315e+00,5.992710171409569853e+00,-3.969626325098156272e+00,-1.400808414915306344e+01,-2.664212604907137738e+00
-9.171641290457676732e+00,5.001548126834616248e+00,5.627006317868191942e+00,-3.882953871817438340e+00,-1.495434296164010135e+01,-2.839184583877776724e+00
-1.012774251279148352e+01,6.055727933123901785e+00,7.191569267202059024e+00,-4.782241560591797835e+00,-1.679403474116780970e+01,-3.202814935989554801e+00
-9.476560733393938563e+00,5.235652770608030693e+00,5.848659531346060980e+00,-4.068209465172722084e+00,-1.559533015826207247e+01,-2.984235834524820774e+00
-9.109208100283284537e+00,5.446219425849823104e+00,6.552615763225262846e+00,-4.303532084275028424e+00,-1.502829367359599821e+01,-2.844037608627615565e+00
-8.472034556368637226e+00,4.723330356755949921e+00,5.286410789779828256e+00,-3.669563349787066997e+00,-1.402717711265656142e+01,-2.687659022708074996e+00
-8.626504208648452021e+00,5.081221664165712859e+00,5.978376645178437698e+00,-3.995397097729865621e+00,-1.431416110431533362e+01,-2.726476063473256772e+00
