-9.162392296888087984e+00,-1.713631680203960528e+01,1.404062037483233993e+01,-8.810844385488912911e-01,-2.768634087749389749e+01,9.070289205295793522e+00,1.147141124664576139e+01,7.880743398088330132e+00,1.020491844306188334e-01,-1.350288744469879987e+01
-1.121560974519660547e+01,-2.045446906254269592e+01,1.706511492907230121e+01,-1.626215844461073257e+00,-3.306848917313531899e+01,1.095440083513985030e+01,1.331657748700312816e+01,9.025571973881968191e+00,-2.428538691724266840e-01,-1.609928739084047322e+01
-8.614881215072726306e+00,-1.569865935967133197e+01,1.307662419689950362e+01,-1.380313265014701640e+00,-2.533452228896230807e+01,8.396882666643861626e+00,1.006848397444098708e+01,6.969992911769247179e+00,-1.995721217146432247e-01,-1.236696676290666197e+01
-5.624609568561257156e+00,-1.072609425548578699e+01,8.683173590700429045e+00,-2.590440327439716417e-01,-1.734663948677259171e+01,5.634395614001837416e+00,7.407873775647724202e+00,5.054496884302698945e+00,2.103600888919397727e-01,-8.452757873630202923e+00
-1.160363750971640506e+01,-2.134528588152519646e+01,1.769601323649073876e+01,-1.499754157182839887e+00,-3.449736701173990383e+01,1.138438484840965970e+01,1.402042574468420533e+01,9.560009472615030646e+00,-1.225333213345517480e-01,-1.680789000471821737e+01
-1.274332946401898070e+01,-2.343575562638341125e+01,1.941610452042731438e+01,-1.722215043939753887e+00,-3.784937148396311812e+01,1.249280133085480671e+01,1.530587828844922882e+01,1.052244495037990291e+01,-1.411915235429891391e-01,-1.846039223581135147e+01
-1.184654936581707396e+01,-2.215877488343463853e+01,1.816596744074620418e+01,-1.088796693394461279e+00,-3.581946092260915293e+01,1.173371572061203771e+01,1.489323457378256066e+01,1.017082282456303766e+01,1.352266022091092590e-01,-1.745589462875901887e+01
-8.947200504481328309e+00,-1.624271357308058938e+01,1.357556148623833181e+01,-1.461268560571735708e+00,-2.622923148199431864e+01,8.707589191085791214e+00,1.041591893964581139e+01,7.149238146982860087e+00,-2.493489339946563521e-01,-1.278985616565006822e+01
-5.620434256012519114e+00,-1.048948069836272623e+01,8.611666968001692624e+00,-5.472035641197653399e-01,-1.695477476055028276e+01,5.559528524705447339e+00,7.026003918769835543e+00,4.800188824564360246e+00,4.742639652592986477e-02,-8.262997655468122815e+00
-2.723060396012555895e+00,-5.178690188752339552e+00,4.186576895508726359e+00,-1.981078544108082484e-01,-8.353272372628824272e+00,2.717025459052172298e+00,3.496776105108382104e+00,2.455935800160062854e+00,8.986560003533482222e-02,-4.086164764373243052e+00
-1.098427178146892125e+01,-2.001889337446268158e+01,1.669465862827546943e+01,-1.670428218050913571e+00,-3.234020215899258943e+01,1.071716839903707985e+01,1.294622437434422757e+01,8.851366226079663946e+00,-2.496646438686227487e-01,-1.576206466143837837e+01
-8.871578315757393085e+00,-1.626362846741587731e+01,1.351200879042381331e+01,-1.223775623848227134e+00,-2.627972755454240428e+01,8.685886579630535564e+00,1.061928787898122373e+01,7.250752128521173567e+00,-1.337351589234787030e-01,-1.280623961616412565e+01
-9.186053239346881227e+00,-1.706706004022374401e+01,1.404049957262954607e+01,-1.043452062573661410e+00,-2.756310497015497063e+01,9.056646558184677787e+00,1.129370187187138264e+01,7.784255733475458960e+00,2.092074136211435897e-02,-1.344829928460985435e+01
-1.069125548002144832e+01,-1.937398137363635797e+01,1.623939315858607202e+01,-1.675881717981202890e+00,-3.132864152724278028e+01,1.040747111373266875e+01,1.252696533321798000e+01,8.453741347936116313e+00,-3.188495893025146688e-01,-1.524397180946889918e+01
-9.658919435853515978e+00,-1.764331878028137268e+01,1.467821001324738184e+01,-1.474362576417477477e+00,-2.848247343382196206e+01,9.429870433660292761e+00,1.138233987178660378e+01,7.851915718315762405e+00,-1.930678441831287229e-01,-1.389760213218283624e+01
-6.454046403088283590e+00,-1.230668683260267926e+01,9.955431994026572085e+00,-3.314314856161419964e-01,-1.989004640105920885e+01,6.461104990777640111e+00,8.458802748670020577e+00,5.813197026954210145e+00,2.394416557580451577e-01,-9.701486381766965650e+00
-7.980117446289090921e+00,-1.484663122405738278e+01,1.221316075921451194e+01,-8.389137027687771919e-01,-2.399440296131943384e+01,7.878836762255494897e+00,9.895201587813204469e+00,6.765609015547370042e+00,3.395033095074917462e-02,-1.169490641246327911e+01
-1.091198950676870716e+01,-1.980267011971429270e+01,1.655422378773861425e+01,-1.793118005924998926e+00,-3.197679267169837658e+01,1.061736165672256682e+01,1.268914849444953674e+01,8.712618268704114044e+00,-3.091046959299501573e-01,-1.559315249644973989e+01
-1.080009311471947342e+01,-1.998907220898196968e+01,1.651429311817530632e+01,-1.204664638746970606e+00,-3.232512342406107564e+01,1.063808561805060826e+01,1.329552912587299751e+01,9.014920078679031334e+00,-2.595161773835130692e-02,-1.573819913574920903e+01
